time stamp,face id,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll,brightness,interocular distance,topleft_x,topleft_y,bottomright_x,bottomright_y,outer_right_eye_X,outer_right_eye_Y,outer_left_eye_X,outer_left_eye_Y,nose_top_X,nose_top_Y,chin_top_X,chin_top_Y
34.666,0,0.04,0.00,0.00,35.17,99.98,0.26,56.29,0.00,0.00,0.00,99.98,78.86,98.68,99.37,85.72,0.00,0.01,99.99,80.01,0.21,0.00,0.00,0.00,0.00,0.00,98.21,0.00,95.63,0.97,0.00,0.00,100.00,49.96,0.00,0.00,-3.81,0.45,-1.37,63.66,67.86,307.16,264.89,404.42,367.75,390.94,288.68,323.20,284.60,355.65,313.05,353.25,367.75,
34.813,0,0.04,0.00,0.00,29.83,99.98,0.29,50.36,0.01,0.00,0.00,99.98,78.91,98.37,99.48,79.59,0.00,0.01,99.97,78.67,0.02,0.00,0.00,0.00,0.00,0.00,96.94,0.01,94.16,1.27,0.00,0.00,100.00,49.95,0.00,0.00,-2.11,1.50,-1.88,63.80,68.21,308.07,264.53,404.92,367.02,392.05,288.89,324.01,284.03,356.95,311.89,353.43,367.02,
34.884,0,0.02,0.00,0.00,32.58,99.98,0.27,56.07,0.01,0.00,0.00,99.98,78.86,98.16,99.74,84.33,0.00,0.01,99.95,68.67,0.02,0.00,0.00,0.00,0.00,0.00,95.98,0.01,92.86,1.78,0.00,0.00,100.00,49.95,0.00,0.00,-2.47,2.13,-2.19,63.82,67.57,308.06,264.58,404.91,367.21,391.86,288.77,324.47,283.96,357.29,312.08,353.13,367.21,
34.966,0,0.01,0.00,0.00,33.94,99.98,0.24,62.99,0.01,0.00,0.00,99.98,78.83,98.19,99.90,91.08,0.00,0.01,99.81,41.34,0.01,0.00,0.00,0.00,0.00,0.00,87.80,0.01,89.84,1.78,0.00,0.00,100.00,49.95,0.00,0.00,-2.96,2.03,-1.79,63.96,67.40,308.21,264.59,404.93,366.99,391.66,288.55,324.40,284.06,357.29,312.20,353.64,366.99,
35.034,0,0.00,0.00,0.00,31.95,99.98,0.23,64.98,0.01,0.01,0.00,99.98,78.82,98.15,99.93,93.08,0.01,0.01,99.50,34.48,0.00,0.00,0.00,0.00,0.00,0.00,84.94,0.01,83.87,1.82,0.00,0.00,100.00,49.95,0.00,0.00,-3.90,2.14,-2.19,63.86,67.79,308.06,264.55,404.86,366.94,391.95,288.53,324.33,283.78,357.27,312.55,353.10,366.94,
35.216,0,0.00,0.00,0.00,25.78,99.98,0.23,65.63,0.04,0.04,0.00,99.98,78.79,98.48,99.98,94.22,0.04,0.01,98.18,20.94,0.01,0.00,0.00,0.00,0.00,0.00,69.30,0.02,77.20,1.31,0.00,0.00,100.00,49.90,0.00,0.00,-4.78,1.15,-1.94,63.75,67.21,308.23,264.84,404.59,366.81,391.50,288.25,324.42,284.10,356.67,312.92,353.31,366.81,
35.304,0,0.00,0.00,0.00,27.42,99.98,0.25,60.97,0.11,0.11,0.00,99.98,78.75,98.56,100.00,89.11,0.11,0.00,98.61,35.49,0.01,0.00,0.00,0.00,0.01,0.00,80.78,0.02,82.16,1.59,0.00,0.00,100.00,49.56,0.00,0.00,-3.67,0.87,-1.46,63.73,67.09,308.76,264.81,404.55,366.38,391.46,287.74,324.45,284.51,356.74,312.19,354.06,366.38,
35.371,0,0.01,0.00,0.00,27.07,99.98,0.27,57.06,0.59,0.59,0.00,99.98,78.49,98.52,100.00,85.50,0.59,0.00,98.99,42.72,0.01,0.00,0.00,0.00,0.01,0.00,84.24,0.01,84.34,1.32,0.00,0.00,100.00,49.59,0.00,0.00,-3.34,1.00,-0.97,63.56,67.62,309.28,264.38,405.04,365.88,392.00,287.15,324.44,284.39,357.30,311.63,355.06,365.88,
35.438,0,0.01,0.00,0.00,30.53,99.98,0.29,57.27,2.52,1.32,0.00,99.98,77.47,98.67,100.00,85.71,2.52,0.00,98.97,44.92,0.02,0.00,0.00,0.00,0.01,0.00,85.58,0.02,88.99,1.32,0.00,0.00,100.00,49.64,0.00,0.00,-2.51,-0.46,-1.55,63.31,67.35,309.23,263.89,405.86,366.40,392.54,287.52,325.29,283.66,356.93,311.24,354.81,366.40,
35.573,0,0.06,0.01,0.00,39.37,99.98,0.76,48.47,20.63,0.96,0.00,99.98,67.86,98.68,100.00,77.57,20.63,0.00,99.43,69.03,0.02,0.00,0.00,0.00,0.03,0.00,90.27,0.03,94.79,0.96,0.00,0.00,100.00,49.69,0.00,0.00,-2.05,0.41,-1.05,63.34,68.89,309.20,263.69,405.42,365.68,392.85,286.94,324.02,283.90,357.13,310.70,355.06,365.68,
35.641,0,0.11,0.01,0.00,40.46,99.98,0.99,45.00,25.39,0.85,0.00,99.98,65.34,98.71,100.00,74.34,25.39,0.00,99.50,81.47,0.03,0.00,0.00,0.00,0.03,0.00,91.81,0.04,95.08,0.85,0.00,0.00,100.00,49.69,0.00,0.00,-2.06,0.32,-1.16,63.30,68.86,309.14,263.56,405.59,365.75,392.93,287.03,324.16,283.67,357.15,310.67,355.01,365.75,
35.721,0,0.26,0.01,0.00,43.36,99.98,1.79,39.21,36.54,0.92,0.00,99.98,59.44,98.60,100.00,68.56,36.54,0.00,99.53,88.99,0.04,0.00,0.00,0.00,0.03,0.00,90.12,0.02,96.95,0.92,0.00,0.00,100.00,49.50,0.00,0.00,-1.97,0.71,-0.98,63.31,68.73,309.21,263.66,405.42,365.66,392.72,286.87,324.06,283.91,357.30,310.64,355.16,365.66,
35.797,0,0.30,0.01,0.00,45.43,99.98,1.98,40.03,39.15,0.93,0.00,99.98,58.05,98.53,100.00,69.37,39.15,0.00,99.50,90.22,0.04,0.00,0.00,0.00,0.02,0.00,88.07,0.01,97.66,0.93,0.00,0.00,100.00,49.40,0.00,0.00,-1.69,0.99,-0.80,63.46,69.07,309.10,263.65,405.45,365.76,392.77,286.88,323.75,284.05,357.40,310.59,355.30,365.76,
35.871,0,0.45,0.01,0.00,48.48,99.98,2.92,37.58,47.07,0.70,0.00,99.98,53.86,98.52,100.00,67.13,47.07,0.00,99.57,91.76,0.04,0.00,0.00,0.00,0.02,0.00,86.60,0.01,97.96,0.70,0.00,0.00,100.00,49.31,0.00,0.00,-2.14,1.00,-0.69,63.46,68.92,309.24,263.64,405.68,365.73,392.82,286.93,323.96,283.97,357.59,310.78,355.60,365.73,
36.006,0,0.66,0.02,0.00,50.67,99.98,4.30,34.23,54.79,0.55,0.00,99.98,49.77,98.47,99.99,63.79,54.79,0.00,99.47,93.10,0.05,0.00,0.00,0.00,0.02,0.00,85.59,0.01,98.30,0.55,0.00,0.00,100.00,49.03,0.00,0.00,-1.88,1.16,-1.00,63.57,68.41,309.39,263.54,405.81,365.72,392.85,286.96,324.51,283.71,357.83,310.58,355.44,365.72,
36.075,0,0.63,0.02,0.00,48.80,99.98,4.27,32.35,53.87,0.59,0.00,99.98,50.26,98.36,99.99,61.72,53.87,0.00,99.46,91.45,0.04,0.00,0.00,0.00,0.01,0.00,86.52,0.01,98.59,0.59,0.00,0.00,100.00,48.92,0.00,0.00,-1.67,1.53,-0.91,63.63,68.49,309.38,263.55,405.76,365.63,392.81,287.10,324.40,283.72,358.00,310.51,355.51,365.63,
36.224,0,0.29,0.01,0.00,56.52,99.98,2.69,47.56,49.26,0.62,0.00,99.98,52.71,98.52,99.99,77.04,49.26,0.00,98.06,81.97,0.02,0.00,0.00,0.00,0.01,0.00,80.10,0.01,99.00,0.62,0.00,0.02,100.00,48.80,0.00,0.00,-0.68,1.02,-1.08,63.61,68.13,309.77,263.85,405.66,365.68,392.86,287.22,324.80,284.09,357.87,310.21,355.48,365.68,
36.394,0,0.01,0.00,0.00,41.95,99.98,0.57,65.33,20.75,0.51,0.00,99.98,67.81,98.53,99.99,94.70,20.75,0.00,98.04,32.18,0.01,0.00,0.00,0.00,0.02,0.00,50.89,0.02,97.69,0.51,0.00,0.00,100.00,49.41,0.00,0.00,-1.41,0.98,-1.22,64.06,68.84,310.06,263.70,405.70,364.96,393.46,287.28,324.71,283.64,358.02,310.20,355.47,364.96,
36.475,0,0.00,0.00,0.00,31.48,99.98,0.29,67.44,6.69,0.54,0.00,99.98,75.26,98.51,99.98,96.96,6.69,0.00,96.83,4.05,0.00,0.00,0.00,0.00,0.02,0.00,41.84,0.04,96.07,0.54,0.00,0.00,100.00,49.48,0.00,0.00,-2.96,1.03,-0.80,64.18,69.49,310.10,263.50,405.89,364.69,393.70,286.68,324.28,283.59,358.15,310.64,356.01,364.69,
36.608,0,0.00,0.00,0.00,26.69,99.96,0.20,67.99,0.36,0.36,0.00,99.98,78.61,98.76,99.95,97.18,0.36,0.01,90.12,2.32,0.00,0.00,0.00,0.00,0.02,0.00,40.29,0.07,93.57,0.94,0.00,0.00,100.00,48.97,0.00,0.00,-3.60,-0.12,-0.99,64.50,68.24,310.35,263.11,406.13,364.29,393.40,286.40,325.25,282.85,357.77,310.45,356.07,364.29,
36.675,0,0.00,0.00,0.00,24.33,99.97,0.20,68.55,0.22,0.22,0.00,99.98,78.69,98.77,99.87,97.68,0.22,0.05,91.26,0.94,0.01,0.00,0.00,0.00,0.03,0.00,33.05,0.13,91.57,1.09,0.00,0.00,100.00,47.68,0.00,0.00,-4.00,0.05,-1.17,64.38,67.42,311.04,263.09,407.12,364.60,393.90,286.55,326.59,282.63,358.72,310.72,356.75,364.60,
36.759,0,0.00,0.00,0.00,17.83,99.95,0.18,69.74,0.08,0.05,0.00,99.98,78.79,98.67,99.84,99.02,0.05,0.07,82.93,0.62,0.01,0.00,0.00,0.00,0.03,0.00,16.05,0.08,81.25,1.11,0.00,0.00,99.99,46.00,0.00,0.00,-3.92,-0.46,-1.53,64.68,67.38,310.78,263.27,407.84,365.68,394.26,287.63,327.07,282.53,358.69,311.34,356.60,365.68,
36.899,0,0.00,0.00,0.00,14.32,95.93,0.08,70.20,0.23,0.02,0.00,99.98,78.79,98.41,99.74,99.62,0.02,0.06,5.89,0.09,0.00,0.00,0.00,0.00,0.05,0.00,3.92,0.23,75.42,1.14,0.00,0.00,99.94,39.03,0.00,0.00,-2.08,1.37,-1.04,65.55,68.08,311.50,264.52,407.63,366.47,394.66,287.73,326.66,284.65,359.91,311.50,357.38,366.47,
36.972,0,0.00,0.00,0.00,13.69,95.84,0.08,70.28,0.16,0.02,0.00,99.98,78.86,98.63,99.50,99.81,0.02,0.06,5.72,0.02,0.00,0.00,0.00,0.01,0.05,0.00,1.25,0.16,74.46,1.28,0.00,0.00,99.81,28.08,0.00,0.00,-1.87,0.61,-1.24,65.62,69.05,311.94,265.00,407.54,366.24,395.45,288.35,326.48,284.97,359.68,311.64,357.29,366.24,
37.108,0,0.00,0.00,0.00,11.16,94.25,0.08,69.80,0.11,0.02,0.00,99.98,78.43,97.74,99.15,99.67,0.02,0.06,1.28,0.00,0.00,0.00,0.00,0.04,0.11,0.00,0.82,0.09,62.59,1.23,0.00,0.00,99.02,4.44,0.00,0.00,-0.60,3.17,-1.19,67.11,68.55,313.59,265.16,408.36,365.58,396.39,288.12,327.89,285.51,362.31,310.96,358.65,365.58,
37.262,0,0.00,0.00,0.00,18.18,10.14,0.37,69.96,1.10,0.01,5.04,85.58,30.75,97.16,99.65,99.66,0.01,0.30,1.27,0.00,0.00,0.00,0.00,1.10,0.14,0.00,0.36,0.14,15.84,0.68,0.00,0.00,54.44,3.28,0.00,0.00,0.03,4.33,-1.38,68.63,66.12,315.60,264.60,409.85,364.72,396.94,288.00,330.93,284.23,364.64,309.96,360.31,364.72,
37.352,0,0.00,0.00,0.00,25.13,1.52,0.73,69.62,2.45,0.02,5.38,74.84,11.42,96.05,99.76,99.62,0.02,0.19,1.06,0.00,0.00,0.00,0.00,2.45,0.24,0.00,0.22,0.28,7.14,0.33,0.00,0.00,36.76,12.43,0.00,0.00,2.12,6.04,-1.17,69.39,66.37,316.12,264.19,410.09,364.09,397.33,287.83,331.06,284.05,365.92,308.70,360.93,364.09,
37.575,0,0.00,0.01,0.00,47.39,0.04,2.79,69.40,7.23,0.05,5.60,74.95,-6.88,95.96,99.74,99.39,0.05,0.29,0.09,0.01,0.01,0.03,0.00,7.23,0.56,0.00,0.01,0.02,1.29,0.23,0.00,0.00,3.42,0.48,0.00,0.00,-1.16,6.17,-2.18,64.08,65.51,319.85,265.91,413.10,364.53,400.71,289.82,335.41,284.48,369.37,311.29,363.31,364.53,
37.640,0,0.00,0.02,0.00,50.04,0.03,3.93,70.06,12.36,0.10,4.94,81.65,-11.58,96.51,99.55,99.33,0.10,1.14,0.16,0.00,0.01,0.03,0.00,12.36,0.49,0.00,0.00,0.04,0.91,0.38,0.00,0.00,0.82,0.00,0.00,0.00,-2.95,5.39,-2.62,63.36,62.98,321.50,265.59,414.24,363.48,400.93,289.68,338.28,283.32,370.27,311.37,364.39,363.48,
37.713,0,0.00,0.02,0.00,49.49,0.03,5.15,69.25,17.78,0.17,5.75,86.95,-13.42,97.78,99.08,99.16,0.17,0.58,0.52,0.01,0.04,0.05,0.00,17.78,0.45,0.00,0.00,0.03,1.63,0.67,0.00,0.00,0.64,0.03,0.00,0.00,-0.30,3.06,-0.49,61.90,63.51,321.34,265.89,413.99,364.16,400.10,288.85,336.69,285.27,368.82,310.58,366.20,364.16,
37.865,0,0.01,0.02,0.01,52.42,0.03,10.73,69.91,32.00,0.81,5.09,95.41,-19.63,98.53,98.76,99.09,0.81,0.39,0.44,0.01,0.02,0.02,0.00,32.00,0.69,0.00,0.01,1.67,6.81,1.98,0.00,0.00,0.15,0.90,0.00,0.00,-2.94,0.96,-1.62,62.33,63.73,318.24,268.02,411.13,365.99,397.73,291.91,334.25,286.25,364.82,313.73,362.06,365.99,
38.005,0,0.01,0.02,0.01,53.84,0.02,11.46,69.75,32.60,1.39,5.25,95.73,-20.30,98.78,98.99,99.43,1.39,0.30,0.09,0.00,0.02,0.05,0.00,32.60,1.50,0.00,0.04,0.47,8.08,1.33,0.00,0.00,0.13,3.21,0.00,0.00,-1.94,-0.03,-2.77,62.27,61.95,317.35,273.59,409.71,371.64,396.21,297.20,334.51,291.60,363.23,318.65,359.87,371.64,
38.145,0,0.01,0.03,0.01,56.38,0.02,31.00,67.29,55.12,2.03,7.71,99.25,-29.71,98.59,97.50,98.97,2.03,0.22,0.08,0.00,0.02,0.00,0.00,55.12,5.66,0.00,0.08,3.71,15.85,0.62,0.00,0.00,0.19,4.97,0.00,0.00,-5.08,-0.77,-2.31,63.04,62.04,319.10,273.94,409.56,369.52,396.87,296.51,335.03,291.52,363.64,319.13,361.08,369.52,
38.281,0,0.01,0.03,0.01,60.37,0.03,20.07,67.00,45.78,1.17,8.00,98.45,-24.50,98.50,97.14,99.21,1.17,0.30,0.45,0.00,0.02,0.01,0.00,45.78,4.20,0.00,0.02,0.02,25.38,0.35,0.00,0.00,0.25,4.03,0.00,0.00,-4.67,-1.09,-0.92,63.98,63.83,319.37,273.96,409.28,368.73,397.18,295.93,333.46,292.27,363.39,318.75,362.35,368.73,
38.373,0,0.01,0.02,0.01,56.20,0.02,15.45,68.20,40.50,0.81,6.80,97.70,-22.21,98.61,97.84,99.50,0.81,0.50,0.23,0.00,0.02,0.01,0.00,40.50,1.67,0.00,0.01,0.01,15.15,0.47,0.00,0.00,0.21,2.05,0.00,0.00,-3.28,-0.68,0.47,64.42,61.82,320.88,273.74,409.42,367.62,396.35,294.09,334.54,292.94,364.39,317.41,364.56,367.62,
38.445,0,0.01,0.02,0.01,58.40,0.02,14.60,69.49,38.97,0.75,5.51,97.44,-21.59,98.72,98.83,99.63,0.75,0.66,0.19,0.01,0.01,0.01,0.00,38.97,0.37,0.00,0.00,0.01,17.57,0.64,0.00,0.00,0.21,0.81,0.00,0.00,-3.60,0.29,0.94,64.44,62.39,321.45,273.14,410.04,366.55,396.99,294.06,334.63,292.21,365.43,316.95,365.62,366.55,
38.514,0,0.01,0.02,0.01,58.33,0.02,25.44,69.70,51.86,0.46,5.30,99.06,-25.95,98.26,99.14,99.47,0.46,0.59,0.17,0.01,0.01,0.01,0.00,51.86,0.36,0.00,0.00,0.01,17.66,0.79,0.00,0.00,0.20,0.67,0.00,0.00,-0.57,-1.83,0.69,65.00,63.23,321.51,273.06,410.38,367.10,397.76,294.39,334.55,292.49,364.57,315.97,365.53,367.10,
38.591,0,0.01,0.02,0.01,56.51,0.02,37.97,69.36,62.42,0.64,5.64,99.59,-29.77,97.93,99.28,99.09,0.64,0.48,0.11,0.02,0.01,0.00,0.00,62.42,0.39,0.00,0.00,0.01,14.30,0.77,0.00,0.00,0.18,0.31,0.00,0.00,0.66,-2.72,1.02,65.30,63.36,321.57,273.46,410.33,367.42,397.67,294.85,334.33,293.15,364.11,315.91,365.85,367.42,
38.670,0,0.01,0.02,0.01,59.33,0.02,36.84,69.55,61.41,0.64,5.45,99.56,-29.45,97.86,99.34,99.02,0.64,0.42,0.15,0.04,0.01,0.01,0.00,61.41,0.40,0.00,0.00,0.01,20.18,1.03,0.00,0.00,0.15,0.25,0.00,0.00,3.23,-2.88,0.52,65.31,62.48,321.19,274.12,409.38,368.28,396.82,295.07,334.35,294.07,363.42,315.44,364.70,368.28,
38.744,0,0.01,0.02,0.01,59.00,0.02,46.03,69.31,68.54,0.62,5.69,99.75,-31.92,98.36,99.37,99.10,0.62,0.42,0.16,0.04,0.01,0.01,0.00,68.54,0.39,0.00,0.00,0.00,19.33,0.66,0.00,0.00,0.13,0.29,0.00,0.00,2.52,-1.54,-0.11,65.66,61.97,321.36,275.36,408.48,368.31,396.47,296.28,334.52,294.70,363.75,316.41,363.75,368.31,
38.890,0,0.01,0.02,0.01,60.39,0.02,69.75,69.34,87.30,0.77,5.25,99.94,-38.48,98.50,99.26,99.43,0.77,0.51,0.10,0.02,0.00,0.00,0.00,87.30,0.21,0.00,0.00,0.00,21.37,0.39,0.00,0.00,0.08,0.28,0.00,0.00,1.19,-1.08,0.41,66.14,60.95,321.65,276.78,407.43,368.14,395.34,296.78,334.40,296.11,363.60,317.64,363.90,368.14,
38.964,0,0.01,0.02,0.01,56.81,0.02,78.47,69.01,96.23,0.44,0.00,99.97,-41.41,98.57,99.09,99.51,0.44,0.48,0.09,0.01,0.00,0.01,0.00,96.23,0.49,0.00,0.00,0.00,14.60,0.13,0.00,0.00,0.06,0.40,0.00,0.00,2.03,-0.83,0.81,66.53,61.43,322.50,277.40,406.97,367.14,395.58,296.94,334.15,297.05,363.88,317.38,364.46,367.14,
39.116,0,0.01,0.02,0.01,54.83,0.02,80.14,68.76,98.12,0.16,0.00,99.98,-42.05,98.70,99.13,99.37,0.16,0.42,0.05,0.00,0.00,0.00,0.00,98.12,0.99,0.00,0.00,0.01,11.24,0.02,0.00,0.00,0.05,0.37,0.00,0.00,3.44,-0.35,1.50,66.77,61.42,322.57,278.17,405.83,366.63,394.71,297.19,333.29,298.22,363.56,317.16,364.60,366.63,
39.279,0,0.01,0.02,0.01,48.56,0.02,81.38,66.61,98.19,0.08,0.00,99.98,-42.66,98.73,98.19,98.09,0.08,0.28,0.03,0.00,0.00,0.03,0.00,99.50,2.64,0.00,0.00,0.00,2.72,0.00,0.00,0.00,0.04,0.48,0.00,0.00,2.10,0.24,1.62,67.93,59.31,322.87,279.39,404.88,366.62,393.27,297.90,333.97,298.87,363.53,318.19,364.37,366.62,
39.347,0,0.01,0.02,0.01,49.43,0.02,81.26,67.56,98.60,0.09,0.00,99.98,-42.53,98.60,98.60,98.40,0.09,0.61,0.03,0.00,0.00,0.01,0.00,99.40,1.75,0.00,0.00,0.00,2.59,0.00,0.00,0.00,0.04,0.49,0.00,0.00,-1.25,-0.74,1.50,68.08,59.32,321.79,279.48,404.26,366.89,392.49,298.19,333.18,298.27,362.22,319.54,363.40,366.89,
39.421,0,0.01,0.02,0.00,48.84,0.02,81.32,67.64,98.86,0.08,0.00,99.98,-42.41,97.78,98.86,97.85,0.08,1.00,0.02,0.00,0.00,0.00,0.00,99.33,1.07,0.00,0.00,0.00,1.14,0.00,0.00,0.00,0.04,0.81,0.00,0.00,-0.48,-3.07,0.73,67.98,60.58,320.83,278.79,404.39,367.47,393.08,298.14,332.51,297.56,360.70,319.14,362.23,367.47,
39.495,0,0.01,0.02,0.00,49.81,0.02,80.88,68.62,98.77,0.14,0.00,99.98,-42.30,98.14,98.99,98.35,0.14,1.43,0.01,0.00,0.00,0.00,0.00,98.77,1.09,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.03,0.85,0.00,0.00,2.45,-2.16,0.15,68.22,60.46,320.45,278.15,404.29,367.38,393.05,298.01,332.60,297.19,360.92,317.69,361.47,367.38,
39.721,0,0.01,0.02,0.00,51.88,0.02,80.56,70.37,98.49,0.16,0.00,99.98,-42.17,98.58,99.15,98.74,0.16,2.87,0.01,0.00,0.00,0.00,0.00,98.49,0.71,0.00,0.00,0.00,1.36,0.00,0.00,0.00,0.02,0.70,0.00,0.00,0.56,-0.81,1.59,67.91,59.31,321.34,278.01,404.78,366.68,392.48,296.59,333.18,297.66,362.22,317.97,363.51,366.68,
39.800,0,0.01,0.02,0.00,47.87,0.02,81.49,66.42,98.43,0.20,0.00,99.98,-42.35,98.69,99.33,96.14,0.20,0.91,0.01,0.00,0.00,0.00,0.00,98.43,1.25,0.00,0.00,0.00,1.24,0.00,0.00,0.00,0.01,0.39,0.00,0.00,1.30,-0.37,1.36,67.77,59.77,321.40,278.28,404.39,366.36,392.64,296.91,332.89,298.02,362.26,317.80,363.15,366.36,
39.871,0,0.01,0.02,0.00,46.31,0.02,80.95,64.70,98.02,0.20,0.00,99.98,-41.97,98.46,98.84,95.01,0.20,0.69,0.02,0.00,0.00,0.00,0.00,98.02,0.71,0.00,0.00,0.00,1.24,0.00,0.00,0.00,0.01,0.45,0.00,0.00,2.79,-1.22,1.19,66.87,60.29,321.81,278.42,404.31,365.83,393.16,297.10,332.89,298.48,362.03,317.28,363.15,365.83,
39.946,0,0.01,0.02,0.00,45.31,0.02,80.97,63.65,98.11,0.20,0.00,99.98,-42.01,98.70,98.11,94.81,0.20,0.52,0.03,0.00,0.00,0.00,0.00,98.54,0.84,0.00,0.00,0.00,1.10,0.00,0.00,0.00,0.01,0.54,0.00,0.00,1.16,-0.35,0.86,66.76,59.83,321.83,279.63,403.85,366.47,392.86,298.30,333.03,299.06,362.24,318.74,362.63,366.47,
40.086,0,0.01,0.02,0.01,42.70,0.02,79.41,60.71,95.51,0.14,0.00,99.97,-41.51,98.72,95.51,94.44,0.14,0.49,0.05,0.00,0.00,0.00,0.00,98.69,1.21,0.00,0.00,0.01,0.90,0.00,0.00,0.00,0.01,0.68,0.00,0.00,0.51,-0.29,1.50,67.66,60.29,321.18,280.12,403.46,367.11,392.26,298.39,331.99,299.99,361.72,319.56,362.72,367.11,
40.153,0,0.01,0.02,0.01,46.07,0.02,78.75,64.72,95.84,0.11,0.00,99.97,-41.68,97.84,95.84,97.76,0.11,0.97,0.04,0.00,0.00,0.00,0.00,98.43,2.11,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.01,0.85,0.00,0.00,-0.64,-2.92,2.05,68.13,59.53,320.63,279.76,403.75,368.00,391.53,298.02,332.01,299.28,360.33,319.98,363.03,368.00,
40.391,0,0.01,0.02,0.01,47.67,0.02,83.18,67.05,98.25,0.05,0.00,99.98,-44.32,98.06,98.25,98.37,0.05,0.43,0.02,0.00,0.00,0.00,0.00,99.38,9.90,0.00,0.00,0.03,0.09,0.00,0.00,0.00,0.02,0.35,0.00,0.00,13.93,-2.39,0.74,72.94,61.27,319.37,270.60,401.64,358.78,391.31,290.79,330.05,291.51,358.90,305.84,360.14,358.78,
40.465,0,0.01,0.02,0.03,41.20,0.02,92.86,59.59,98.70,0.03,0.00,99.98,-54.56,98.04,98.70,90.60,0.03,0.02,0.03,0.00,0.00,0.00,0.00,99.66,53.69,0.00,0.00,0.08,0.02,0.00,0.00,0.00,0.02,0.14,0.00,0.00,14.27,-2.44,-0.76,74.84,59.20,319.99,269.96,400.84,356.40,390.87,290.32,331.67,290.31,358.90,304.51,358.69,356.40,
40.612,0,0.01,0.03,0.03,27.66,0.02,94.07,40.93,97.77,0.02,0.00,99.98,-53.67,98.43,97.77,73.41,0.02,0.00,0.18,0.00,0.01,0.11,0.00,99.61,51.26,0.00,0.00,0.04,0.00,0.00,0.00,0.02,0.04,0.05,0.00,0.00,27.62,-1.30,-0.12,75.40,59.35,323.61,263.74,402.03,349.18,393.05,285.14,333.70,284.79,361.82,292.70,361.70,349.18,
40.761,0,0.03,0.14,0.02,4.48,0.02,96.74,4.79,95.14,0.06,0.00,99.97,-49.82,98.33,95.14,13.09,0.02,0.00,0.12,0.03,0.06,0.57,0.00,99.79,36.66,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.00,0.00,0.00,31.65,-1.63,0.49,77.79,57.60,326.16,264.78,399.76,345.02,392.04,285.03,334.44,285.67,361.82,290.59,362.41,345.02,
40.826,0,0.04,0.16,0.02,2.85,0.02,96.00,2.73,87.76,0.12,0.00,99.95,-48.26,98.56,87.76,6.50,0.02,0.00,0.20,0.09,0.12,0.26,0.00,99.76,37.36,0.00,0.00,0.01,0.00,0.00,0.01,0.04,0.05,0.00,0.00,0.00,32.52,-0.88,0.07,78.79,56.86,328.71,265.53,397.90,340.39,392.18,284.99,335.32,285.47,362.52,289.65,362.40,340.39,
40.977,0,0.07,0.18,0.04,0.74,0.03,84.04,0.51,51.00,0.38,0.00,99.00,-40.49,98.65,51.00,2.28,0.03,0.00,0.59,0.38,0.17,0.10,0.00,99.50,41.75,0.00,0.00,0.07,0.00,0.03,0.03,0.07,0.15,0.00,0.00,0.00,31.94,-0.56,-0.44,78.34,53.42,331.35,266.43,396.83,337.09,391.42,284.88,338.00,285.23,363.51,289.49,362.84,337.09,
41.065,0,0.19,0.19,0.15,0.17,0.03,53.67,0.08,9.19,1.11,21.33,77.57,-35.19,98.68,9.19,0.46,0.03,0.00,0.51,1.11,0.20,0.24,0.00,99.59,59.92,0.00,0.00,0.24,0.00,0.04,0.04,0.13,0.15,0.16,0.00,0.00,30.01,-0.43,-0.53,77.30,54.39,332.43,266.84,396.13,334.69,392.15,284.70,337.76,285.32,363.76,290.05,362.93,334.69,
41.147,0,0.21,0.21,0.17,0.15,0.03,49.01,0.07,4.34,2.52,25.99,70.22,-34.02,98.67,4.34,0.33,0.04,0.00,0.99,2.52,0.11,0.27,0.00,99.67,61.15,0.00,0.00,0.39,0.00,0.09,0.03,0.04,0.28,0.93,0.00,0.00,30.55,-0.47,-0.71,75.42,54.86,333.99,265.58,397.42,333.14,393.89,283.71,339.03,283.80,365.16,288.54,364.19,333.14,
41.368,0,0.23,0.21,0.09,0.20,0.03,52.88,0.10,13.87,12.59,22.12,83.67,-32.72,98.78,13.87,0.49,0.06,0.00,0.59,12.59,0.08,0.42,0.00,99.79,46.63,0.00,0.00,0.08,0.00,0.29,0.01,0.10,0.55,1.15,0.00,0.00,28.46,0.05,-0.04,73.51,56.03,333.27,264.63,397.56,333.42,393.91,282.95,337.88,282.31,365.07,288.39,364.45,333.42,
41.434,0,0.18,0.19,0.06,0.31,0.03,63.99,0.17,27.00,12.98,11.01,93.65,-34.12,98.63,27.00,0.27,0.07,0.00,0.49,12.98,0.07,0.29,0.00,99.81,39.15,0.00,0.00,0.07,0.00,0.37,0.01,0.09,0.50,0.42,0.00,0.00,30.60,-0.61,0.30,73.86,57.89,332.18,265.33,396.02,333.76,393.39,284.10,335.52,282.85,363.42,288.30,363.39,333.76,
